id,entitytype,index_geometry,latitude,longitude,name,name_lng,name_type,road_class,route_dir,route_num,shield_code,micode,a2_code
e94ceea4-6889-43b3-9b02-5f2c57bf3a50,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.011718,34.584892],[-86.011267,34.585923],[-86.0112494,34.5859816]]}",-86.01148,34.585436,County Road 67,ENG,4,5,,67,8200,20060000,AL071
e996b156-fe2e-4de9-946e-d4c0ce59a8f5,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.800869,34.869393],[-85.80103,34.869393],[-85.801372,34.869389],[-85.802158,34.869385],[-85.8039442,34.8694006]]}",-85.802407,34.869391,County Road 276,ENG,4,6,,276,8200,20070000,AL071
e9b29af8-398d-43d8-a601-cf58eb5b2fc5,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.149178,34.545702],[-86.1471172,34.547616]]}",-86.148148,34.546659,AL Highway 79,ENG,4,4,,79,5500,20050000,AL071
eb0d176c-2410-4eac-bb69-4de20bfc4787,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.2719409,34.6092061],[-86.2725534,34.6094039]]}",-86.272247,34.609305,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
eb0d176c-2410-4eac-bb69-4de20bfc4787,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.2719409,34.6092061],[-86.2725534,34.6094039]]}",-86.272247,34.609305,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
eb9a9056-cfd0-4cbc-a2da-721e053faaaf,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9714707,34.6333632],[-85.9714543,34.633561],[-85.971438,34.6337241],[-85.9714326,34.6338609],[-85.9714352,34.633949],[-85.9714361,34.6339799]]}",-85.971447,34.633671,Veterans Dr,ENG,4,4,,35,5500,20050000,AL071
ebcec5ae-2284-4ca6-8ae5-8c1a05f61291,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8378999,34.8302141],[-85.8372591,34.8312597],[-85.8372289,34.8313118]]}",-85.837564,34.830763,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
ebcec5ae-2284-4ca6-8ae5-8c1a05f61291,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8378999,34.8302141],[-85.8372591,34.8312597],[-85.8372289,34.8313118]]}",-85.837564,34.830763,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
ebde9244-684d-4228-b444-89b1c56cdac4,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.827424,34.8583716],[-85.828281,34.859192]]}",-85.827853,34.858782,Kentucky Ave,ENG,4,5,,117,5500,20060000,AL071
ec6110b5-91fd-46ad-93fd-bcdd234ddf1a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.924828,34.7130665],[-85.9247072,34.7130139],[-85.9246316,34.7129714]]}",-85.924729,34.713021,Bellefonte Rd,ENG,17,7,,,0,20080000,AL071
ec92bfe6-2f9d-448c-86ee-e93ed6a7e002,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.912653,34.872225],[-85.912206,34.872704],[-85.911247,34.873652],[-85.910557,34.874287]]}",-85.91162,34.873271,County Road 53,ENG,4,5,,53,8200,20060000,AL071
ed1b51ce-14d1-45b0-a3ea-6abd6bfe981a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9628929,34.7206781],[-85.9634235,34.7208411],[-85.9640621,34.721049]]}",-85.963478,34.720861,County Road 33,ENG,4,5,,33,8200,20060000,AL071
ed3cdfc8-4370-4f69-bdc4-4c2f24b23ea1,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.032516,34.6482187],[-86.0324791,34.6482404]]}",-86.032498,34.64823,John T Reid Pkwy,ENG,4,3,,2,5500,20040000,AL071
ed3cdfc8-4370-4f69-bdc4-4c2f24b23ea1,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.032516,34.6482187],[-86.0324791,34.6482404]]}",-86.032498,34.64823,John T Reid Pkwy,ENG,4,3,W,72,5450,20040000,AL071
ed63b4e4-85b1-4569-a4d3-307d5a7b6f96,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.3280206,34.6556295],[-86.3280721,34.6558017]]}",-86.328046,34.655716,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
ed63b4e4-85b1-4569-a4d3-307d5a7b6f96,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.3280206,34.6556295],[-86.3280721,34.6558017]]}",-86.328046,34.655716,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
edcbe228-fed1-42a9-b916-4bdb13ed2e88,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9212654,34.6080142],[-85.919751,34.60889],[-85.918386,34.609683]]}",-85.919825,34.608848,AL Highway 71,ENG,4,5,,71,5500,20060000,AL071
ee4d07fa-1c3d-4d89-ba32-c63ab34e6da8,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9176844,34.7141855],[-85.9176289,34.7142508],[-85.9174733,34.7144823],[-85.9173526,34.7147226],[-85.9172668,34.7149254],[-85.9171756,34.7151922],[-85.9170871,34.715459],[-85.9169905,34.7157632],[-85.9168322,34.7162461],[-85.916682,34.7166959],[-85.9165828,34.7169803],[-85.9164997,34.7171897],[-85.9164165,34.7173705],[-85.916328,34.7175403],[-85.9162261,34.717699],[-85.9161027,34.7178555],[-85.9159954,34.7179878],[-85.9158076,34.7181928],[-85.915636,34.7183472],[-85.915475,34.7184772],[-85.9152739,34.7186228],[-85.9148823,34.7188851],[-85.9144478,34.7191739],[-85.9140615,34.7194297],[-85.9137155,34.7196678],[-85.9134124,34.719886],[-85.9131844,34.7200778],[-85.9129699,34.720274],[-85.9127151,34.7205342],[-85.912538,34.7207392],[-85.9123476,34.7209839],[-85.9121357,34.7212837],[-85.9119721,34.7215571],[-85.9118031,34.7218724],[-85.9116744,34.7221523],[-85.9115617,34.7224566],[-85.9114356,34.7228776],[-85.9113847,34.7231157],[-85.9113471,34.7233759],[-85.9113149,34.7236999],[-85.9113069,34.7240152],[-85.9113176,34.7243635],[-85.9113498,34.7246787],[-85.9113981,34.7249389],[-85.9114732,34.7252475],[-85.911559,34.7255253],[-85.9116824,34.7258383],[-85.9118353,34.7261976],[-85.9119909,34.7264886]]}",-85.913906,34.720179,Bellefonte Rd,ENG,17,6,,,0,20070000,AL071
ee83aa1c-0dbb-4d33-9d0c-b477373fd0b9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8645659,34.8932887],[-85.866027,34.895009],[-85.8670591,34.8961964]]}",-85.865808,34.894746,AL Highway 117,ENG,4,5,,117,5500,20060000,AL071
ef8632c5-b0f6-4555-803d-9e0510b10529,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.804236,34.667837],[-85.810982,34.667857]]}",-85.807609,34.667847,County Road 88,ENG,4,6,,88,8200,20070000,AL071
efb69444-8b1b-4f0a-a491-d376ae328fd6,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8670591,34.8961964],[-85.867509,34.896714],[-85.868104,34.897407],[-85.86869,34.898239],[-85.868951,34.898649],[-85.869332,34.89924],[-85.871069,34.902178],[-85.871466,34.902829],[-85.871705,34.903269],[-85.871928,34.903777],[-85.872019,34.903987],[-85.872102,34.904231],[-85.872354,34.90534],[-85.87249,34.906413],[-85.872597,34.907639],[-85.872625,34.90818],[-85.872721,34.908865]]}",-85.870655,34.902221,AL Highway 117,ENG,4,5,,117,5500,20060000,AL071
f00a09f4-547d-4247-bdae-9613e6d83fdd,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9946983,34.686169],[-85.9951819,34.6856208]]}",-85.99494,34.685895,John T Reid Pkwy,ENG,4,3,,2,5500,20040000,AL071
f00a09f4-547d-4247-bdae-9613e6d83fdd,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9946983,34.686169],[-85.9951819,34.6856208]]}",-85.99494,34.685895,John T Reid Pkwy,ENG,4,3,E,72,5450,20040000,AL071
f098249b-ec3c-4148-9416-9550bee5ad2f,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0155232,34.6500478],[-86.0152513,34.6500457],[-86.0142535,34.6518683],[-86.014098,34.6521904],[-86.0140497,34.6524066],[-86.014039,34.6525611],[-86.0141355,34.6530024],[-86.014763,34.656182]]}",-86.01452,34.652916,Hood Ave,ENG,17,6,,,0,20070000,AL071
